day,hari,tanggal,time_aedt,time_wita,hari_wita,tanggal_wita,sport,competition,home,away,title,channels,event_url
"mon","Senin","09/03/26","2:00AM","11:00PM","Minggu","08/03/26","Rugby League","Super League Rugby","Leeds Rhinos","Castleford Tigers","Esl: Leeds V Castleford Tigers | Leeds V Castleford Tigers","Fox Sports 505 | Kayo Sports",""
"mon","Senin","09/03/26","2:00AM","11:00PM","Minggu","08/03/26","Rugby League","Super League Rugby","Huddersfield","Hull KR","Esl: Huddersfield V Hull Kr | Huddersfield V Hull Kr","Fox League | Kayo Sports",""
"mon","Senin","09/03/26","12:00AM","9:00PM","Minggu","08/03/26","Soccer","La Liga","Villarreal","Elche","Villarreal Vs Elche | Laliga","beIN Sports Connect | beIN SPORTS 1",""
"mon","Senin","09/03/26","2:15AM","11:15PM","Minggu","08/03/26","Soccer","La Liga","Getafe","Real Betis","Athletic Bilbao Vs Barcelona | Laliga","beIN Sports Connect | beIN SPORTS 1",""
"mon","Senin","09/03/26","4:30AM","1:30AM","Senin","09/03/26","Soccer","La Liga","Sevilla","Rayo Vallecano","Sevilla Vs Rayo Vallecano | Laliga","beIN Sports Connect",""
"mon","Senin","09/03/26","7:00AM","4:00AM","Senin","09/03/26","Soccer","La Liga","Valencia","Alaves","Valencia Vs Alaves | Laliga","beIN Sports Connect | beIN SPORTS 2",""
"mon","Senin","09/03/26","1:00AM","10:00PM","Minggu","08/03/26","Soccer","Serie A","Bologna","Verona","Bologna Vs Verona | The Giants Of Italian Football Go Head To Head For The Serie A Scudetto, Italy's Top Division Of Football.","beIN SPORTS 3",""
"mon","Senin","09/03/26","1:00AM","10:00PM","Minggu","08/03/26","Soccer","Serie A","Fiorentina","Parma","Fiorentina Vs Parma | Serie A","beIN Sports Connect",""
"mon","Senin","09/03/26","4:00AM","1:00AM","Senin","09/03/26","Soccer","Serie A","Genoa","AS Roma","Genoa Vs Roma | The Giants Of Italian Football Go Head To Head For The Serie A Scudetto, Italy's Top Division Of Football.","beIN SPORTS 3",""
"mon","Senin","09/03/26","6:45AM","3:45AM","Senin","09/03/26","Soccer","Serie A","AC Milan","Inter","Milan Vs Inter | The Giants Of Italian Football Go Head To Head For The Serie A Scudetto, Italy's Top Division Of Football.","beIN SPORTS 3",""
"mon","Senin","09/03/26","1:30AM","10:30PM","Minggu","08/03/26","Soccer","Bundesliga","St. Pauli","Eintracht Frankfurt","St. Pauli Vs Frankfurt | Bundesliga","beIN Sports Connect",""
"mon","Senin","09/03/26","3:30AM","12:30AM","Senin","09/03/26","Soccer","Bundesliga","Union Berlin","Werder Bremen","Fc Union Vs Werder Bremen | Bundesliga","beIN Sports Connect",""
"mon","Senin","09/03/26","4:00AM","1:00AM","Senin","09/03/26","Soccer","Super Lig","Fenerbahce","Samsunspor","Fenerbahce Vs Samsunspor | Super Lig","beIN Sports Connect",""
"mon","Senin","09/03/26","7:00AM","4:00AM","Senin","09/03/26","Soccer","LaLiga 1 2 3","Deportivo La Coruna","Granada CF","Deportivo Vs Granada | Laliga 2","beIN Sports Connect",""
"mon","Senin","09/03/26","3:30AM","12:30AM","Senin","09/03/26","Soccer","Championship","QPR","Middlesbrough","Qpr Vs Middlesbrough | Efl Championship","beIN Sports Connect | beIN SPORTS 2",""
"mon","Senin","09/03/26","1:00AM","10:00PM","Minggu","08/03/26","Soccer","Premier League 2","Liverpool U21","Wolves U21","Liverpool U21 V Wolverhampton Wanderers | Live","beIN Sports Connect",""
"mon","Senin","09/03/26","3:30AM","12:30AM","Senin","09/03/26","Soccer","FA Cup","Leeds United","Norwich City","Leeds United V Norwich City - Fa Cup 2025/2026","Stan Sport",""
"mon","Senin","09/03/26","4:00AM","1:00AM","Senin","09/03/26","Basketball","NBA","Cleveland Cavaliers","Boston Celtics","Cleveland Cavaliers - Boston Celtics, Nba","NBA League Pass | ESPN",""
"mon","Senin","09/03/26","6:30AM","3:30AM","Senin","09/03/26","Basketball","NBA","Los Angeles Lakers","New York Knicks","Los Angeles Lakers - New York Knicks, Nba","NBA League Pass | ESPN",""
"mon","Senin","09/03/26","9:00AM","6:00AM","Senin","09/03/26","Basketball","NBA","Miami Heat","Detroit Pistons","Miami Heat - Detroit Pistons, Nba","NBA League Pass",""
"mon","Senin","09/03/26","9:00AM","6:00AM","Senin","09/03/26","Basketball","NBA","Toronto Raptors","Dallas Mavericks","Toronto Raptors - Dallas Mavericks, Nba","NBA League Pass",""
"mon","Senin","09/03/26","10:00AM","7:00AM","Senin","09/03/26","Basketball","NBA","New Orleans Pelicans","Washington Wizards","New Orleans Pelicans - Washington Wizards, Nba","NBA League Pass",""
"mon","Senin","09/03/26","11:00AM","8:00AM","Senin","09/03/26","Basketball","NBA","San Antonio Spurs","Houston Rockets","San Antonio Spurs - Houston Rockets, Nba","NBA League Pass | ESPN",""
"mon","Senin","09/03/26","11:00AM","8:00AM","Senin","09/03/26","Basketball","NBA","Milwaukee Bucks","Orlando Magic","Milwaukee Bucks - Orlando Magic, Nba","NBA League Pass",""
"mon","Senin","09/03/26","12:00PM","9:00AM","Senin","09/03/26","Basketball","NBA","Portland Trail Blazers","Indiana Pacers","Portland Trail Blazers - Indiana Pacers, Nba","NBA League Pass",""
"mon","Senin","09/03/26","12:00PM","9:00AM","Senin","09/03/26","Basketball","NBA","Sacramento Kings","Chicago Bulls","Sacramento Kings - Chicago Bulls, Nba","NBA League Pass",""
"mon","Senin","09/03/26","1:00PM","10:00AM","Senin","09/03/26","Basketball","NBA","Phoenix Suns","Charlotte Hornets","Phoenix Suns - Charlotte Hornets, Nba","NBA League Pass",""
"mon","Senin","09/03/26","2:00AM","11:00PM","Minggu","08/03/26","Basketball","SLB","Bristol Flyers","Newcastle Eagles","Bristol Flyers Vs. Newcastle Eagles | Watch The Latest Super League Basketball Action Between Bristol Flyers And Newcastle Eagles. - Super League Basketball","DAZN",""
"mon","Senin","09/03/26","3:00AM","12:00AM","Senin","09/03/26","Basketball","SLB","Caledonia Gladiators","Cheshire Phoenix","Caledonia Gladiators Vs. Cheshire Phoenix | Watch The Latest Super League Basketball Action Between Caledonia Gladiators And Cheshire Phoenix. - Super League Basketball","DAZN",""
"mon","Senin","09/03/26","3:00AM","12:00AM","Senin","09/03/26","Basketball","NCAA","","","","ESPN2 | DAZN",""
"mon","Senin","09/03/26","3:00AM","12:00AM","Senin","09/03/26","Basketball","NCAA","Rutgers","Penn State","Penn State @ Rutgers | Watch All The Action From The Ncaa On Dazn - Ncaa Division I","DAZN",""
"mon","Senin","09/03/26","6:00AM","3:00AM","Senin","09/03/26","Basketball","NCAA","","","","ESPN2",""
"mon","Senin","09/03/26","8:00AM","5:00AM","Senin","09/03/26","Basketball","NCAA","Nebraska","Iowa","Iowa @ Nebraska | Watch All The Action From The Ncaa On Dazn - Ncaa Division I","DAZN",""
"mon","Senin","09/03/26","8:30AM","5:30AM","Senin","09/03/26","Basketball","NCAA","Michigan","Michigan State","Michigan State @ Michigan | Watch All The Action From The Ncaa On Dazn - Ncaa Division I","DAZN",""
"mon","Senin","09/03/26","2:00PM","11:00AM","Senin","09/03/26","Basketball","NCAA","","","","ESPN",""
"mon","Senin","09/03/26","5:00AM","2:00AM","Senin","09/03/26","Basketball","ACB","Gran Canaria","Real Madrid","Gran Canaria Vs. Real Madrid | Watch All The Latest Action From Liga Acb, The Top Basketball League Taking Place In Spain. - Liga Endesa","DAZN",""
"mon","Senin","09/03/26","6:00AM","3:00AM","Senin","09/03/26","Motorsport","Nascar Cup","","","","Fox Sports 506 | Kayo Sports",""
"mon","Senin","09/03/26","5:00AM","2:00AM","Senin","09/03/26","Tennis","ATP Indian Wells","","","","beIN Sports Connect | beIN SPORTS 1",""
"mon","Senin","09/03/26","12:00PM","9:00AM","Senin","09/03/26","Tennis","ATP Indian Wells","","","","beIN Sports Connect | beIN SPORTS 1",""
"mon","Senin","09/03/26","12:00AM","9:00PM","Minggu","08/03/26","Golf","Arnold Palmer Invitational","","","","Kayo Sports",""
"mon","Senin","09/03/26","5:30AM","2:30AM","Senin","09/03/26","Golf","Puerto Rico Open","","","","Fox Sports 505 | Kayo Sports",""
"mon","Senin","09/03/26","1:20AM","10:20PM","Minggu","08/03/26","Cycling","Paris - Nice","","","Michael Matthews, Jensen Plowright, Luke Durbridge","SBS Melbourne | SBS On Demand",""
"mon","Senin","09/03/26","11:05PM","8:05PM","Senin","09/03/26","Cycling","Tirreno-Adriatico","","","Michael Storer, Jai Hindley, Kaden Groves","SBS On Demand",""
"mon","Senin","09/03/26","9:00PM","6:00PM","Senin","09/03/26","Baseball","World Baseball Classic","Australia","South Korea","Korea Vs. Australia (pool C) | World Baseball Classic","ESPN | Kayo Sports",""
"mon","Senin","09/03/26","5:00AM","2:00AM","Senin","09/03/26","Ice Hockey","NHL","Colorado Avalanche","Minnesota Wild","Minnesota Wild Vs. Colorado Avalanche | Nhl","WatchESPN",""
"mon","Senin","09/03/26","7:30AM","4:30AM","Senin","09/03/26","Ice Hockey","NHL","Pittsburgh Penguins","Boston Bruins","Boston Bruins Vs. Pittsburgh Penguins | Nhl","WatchESPN",""
"mon","Senin","09/03/26","9:00AM","6:00AM","Senin","09/03/26","Ice Hockey","NHL","Dallas Stars","Chicago Blackhawks","Chicago Blackhawks Vs. Dallas Stars | Nhl","WatchESPN",""
"mon","Senin","09/03/26","10:00AM","7:00AM","Senin","09/03/26","Ice Hockey","NHL","New Jersey Devils","Detroit Red Wings","Detroit Red Wings Vs. New Jersey Devils | Nhl","ESPN2 | Kayo Sports",""
"mon","Senin","09/03/26","12:00PM","9:00AM","Senin","09/03/26","Ice Hockey","NHL","Anaheim Ducks","St. Louis Blues","St. Louis Blues Vs. Anaheim Ducks | Nhl","WatchESPN",""
"mon","Senin","09/03/26","12:30PM","9:30AM","Senin","09/03/26","Ice Hockey","NHL","Vegas Golden Knights","Edmonton Oilers","Edmonton Oilers Vs. Vegas Golden Knights | Nhl","ESPN2 | Kayo Sports",""
"mon","Senin","09/03/26","1:00AM","10:00PM","Minggu","08/03/26","Squash","Premier Padel","","","","beIN Sports Connect",""
"mon","Senin","09/03/26","12:00AM","9:00PM","Minggu","08/03/26","Darts","UK Open","","","","Fox Sports More",""
"mon","Senin","09/03/26","6:00AM","3:00AM","Senin","09/03/26","Darts","UK Open","","","","Fox Sports More",""
"mon","Senin","09/03/26","1:00PM","10:00AM","Senin","09/03/26","Boxing","Meta Apex | Las Vegas, NV (Zuffa)","Jai Opetaia","Brandon Glanton","Jai Opetaia - Brandon Glanton | Cruiserweight, Meta Apex | Las Vegas, Nv","Paramount  Australia",""
"tue","Selasa","10/03/26","6:45AM","3:45AM","Selasa","10/03/26","Soccer","Serie A","Lazio","Sassuolo","Lazio Vs Sassuolo | The Giants Of Italian Football Go Head To Head For The Serie A Scudetto, Italy's Top Division Of Football.","beIN SPORTS 3",""
"tue","Selasa","10/03/26","6:30AM","3:30AM","Selasa","10/03/26","Soccer","FA Cup","West Ham United","Brentford","West Ham United V Brentford - Fa Cup 2025/2026","Stan Sport",""
"tue","Selasa","10/03/26","5:15AM","2:15AM","Selasa","10/03/26","Soccer","AFC Champions League","Tractor","Shabab Al-Ahli Dubai","Tractor - Shabab Al-ahli Dubai, Afc Champions League","Paramount  Australia",""
"tue","Selasa","10/03/26","7:30AM","4:30AM","Selasa","10/03/26","Soccer","AFC Champions League","Al Ahli SC","Al-Duhail","Al Ahli Sc - Al-duhail, Afc Champions League","Paramount  Australia",""
"tue","Selasa","10/03/26","9:00PM","6:00PM","Selasa","10/03/26","Soccer","AFC Champions League","Machida","Gangwon","Machida - Gangwon, Afc Champions League","Paramount  Australia",""
"tue","Selasa","10/03/26","11:15PM","8:15PM","Selasa","10/03/26","Soccer","AFC Champions League","Buriram","Melbourne City","Buriram - Melbourne City, Afc Champions League","Paramount  Australia",""
"tue","Selasa","10/03/26","10:00AM","7:00AM","Selasa","10/03/26","Basketball","NBA","Cleveland Cavaliers","Philadelphia 76ers","Cleveland Cavaliers - Philadelphia 76ers, Nba","NBA League Pass",""
"tue","Selasa","10/03/26","10:30AM","7:30AM","Selasa","10/03/26","Basketball","NBA","Brooklyn Nets","Memphis Grizzlies","Brooklyn Nets - Memphis Grizzlies, Nba","NBA League Pass",""
"tue","Selasa","10/03/26","10:30AM","7:30AM","Selasa","10/03/26","Basketball","NBA","Oklahoma City Thunder","Denver Nuggets","Oklahoma City Thunder - Denver Nuggets, Nba","NBA League Pass",""
"tue","Selasa","10/03/26","12:00PM","9:00AM","Selasa","10/03/26","Basketball","NBA","Utah Jazz","Golden State Warriors","Utah Jazz - Golden State Warriors, Nba","NBA League Pass",""
"tue","Selasa","10/03/26","1:00PM","10:00AM","Selasa","10/03/26","Basketball","NBA","Los Angeles Clippers","New York Knicks","Los Angeles Clippers - New York Knicks, Nba","NBA League Pass",""
"tue","Selasa","10/03/26","5:00AM","2:00AM","Selasa","10/03/26","Tennis","ATP Indian Wells","","","","beIN SPORTS 1 | beIN SPORTS 2",""
"tue","Selasa","10/03/26","1:10AM","10:10PM","Senin","09/03/26","Cycling","Paris - Nice","","","Michael Matthews, Jensen Plowright, Luke Durbridge","SBS Melbourne | SBS On Demand",""
"tue","Selasa","10/03/26","11:05PM","8:05PM","Selasa","10/03/26","Cycling","Tirreno-Adriatico","","","Michael Storer, Jai Hindley, Kaden Groves","SBS On Demand",""
"tue","Selasa","10/03/26","7:00AM","4:00AM","Selasa","10/03/26","Ice Hockey","NHL","Columbus Blue Jackets","Los Angeles Kings","Los Angeles Kings Vs. Columbus Blue Jackets | Nhl","WatchESPN",""
"wed","Rabu","04/03/26","7:15AM","4:15AM","Rabu","04/03/26","Soccer","Premier League","Wolverhampton Wanderers","Liverpool","Wolverhampton Wanderers V Liverpool - Premier League 2025/2026","Stan Sport",""
"wed","Rabu","04/03/26","7:00PM","4:00PM","Rabu","04/03/26","Soccer","A-league","Macarthur FC","Central Coast Mariners","Macarthur Fc - Central Coast Mariners, A-league","Paramount  Australia",""
"wed","Rabu","04/03/26","11:30AM","8:30AM","Rabu","04/03/26","Soccer","Copa Libertadores","Barcelona SC","Botafogo RJ","Barcelona Sc Vs Botafogo - 3rd Stage 1st Leg | Watch Live And Exclusive Coverage Of The 2025 Copa Libertadores, South America's Premier Club Competition.watch Live And Exclusive Coverage Of The 2025 Copa Libertadores, South America's Premier Club Competition.","beIN SPORTS 2",""
"wed","Rabu","04/03/26","9:00AM","6:00AM","Rabu","04/03/26","Soccer","Copa Sudamericana","Independiente","Guabira","Ind. Petrolero Vs Guabira - 1st Stage | Copa Sudamericana","beIN Sports Connect | beIN SPORTS 1",""
"wed","Rabu","04/03/26","9:00AM","6:00AM","Rabu","04/03/26","Soccer","Copa Sudamericana","CA Torque","Defensor Sporting","Torque Vs Defensor - 1st Stage | We Bring You Exclusive Coverage Of The Copa Sudamericana 2026. Get Ready To Witness Top Teams From South America Battle It Out For Glory.we Bring You Exclusive Coverage Of The Copa Sudamericana 2026. Get Ready To Witness Top Teams From South America Battle It Out For Glory.","beIN SPORTS 2",""
"wed","Rabu","04/03/26","11:30AM","8:30AM","Rabu","04/03/26","Soccer","Copa Sudamericana","Puerto Cabello","Monagas","Puerto Cabello Vs Monagas - 1st Stage | Copa Sudamericana","beIN Sports Connect | beIN SPORTS 1",""
"wed","Rabu","04/03/26","11:30AM","8:30AM","Rabu","04/03/26","Soccer","Copa Sudamericana","Cobresal","Audax Italiano","Cobresal Vs Audax - 1st Stage | Copa Sudamericana","beIN Sports Connect | beIN SPORTS 3",""
"wed","Rabu","04/03/26","1:00PM","10:00AM","Rabu","04/03/26","Soccer","Copa Sudamericana","Alianza Atl.","Deportivo Garcilaso","Alianza Atletico Vs Deportivo Garcilaso - 1st Stage | Copa Sudamericana","beIN Sports Connect",""
"wed","Rabu","04/03/26","7:00AM","4:00AM","Rabu","04/03/26","Soccer","Coupe de France","Strasbourg","Reims","Strasbourg Vs Reims - Qf | Coupe De France","beIN Sports Connect",""
"wed","Rabu","04/03/26","6:45AM","3:45AM","Rabu","04/03/26","Soccer","National League","Wealdstone","Morecambe","Wealdstone Vs. Morecambe | Watch All The Action From The National League On Dazn. - Enterprise National League","DAZN",""
"wed","Rabu","04/03/26","6:45AM","3:45AM","Rabu","04/03/26","Soccer","National League","Boston","Woking","Boston Vs. Woking | Watch All The Action From The National League On Dazn. - Enterprise National League","DAZN",""
"wed","Rabu","04/03/26","6:45AM","3:45AM","Rabu","04/03/26","Soccer","National League","Hartlepool","Sutton","Hartlepool Vs. Sutton | Watch All The Action From The National League On Dazn. - Enterprise National League","DAZN",""
"wed","Rabu","04/03/26","6:45AM","3:45AM","Rabu","04/03/26","Soccer","National League","Boreham Wood","York","Boreham Wood Vs. York | Watch All The Action From The National League On Dazn. - Enterprise National League","DAZN",""
"wed","Rabu","04/03/26","6:45AM","3:45AM","Rabu","04/03/26","Soccer","National League","Southend","Truro","Southend Vs. Truro | Watch All The Action From The National League On Dazn. - Enterprise National League","DAZN",""
"wed","Rabu","04/03/26","6:45AM","3:45AM","Rabu","04/03/26","Soccer","National League","Rochdale","Brackley Town","Rochdale Vs. Brackley | Watch All The Action From The National League On Dazn. - Enterprise National League","DAZN",""
"wed","Rabu","04/03/26","6:45AM","3:45AM","Rabu","04/03/26","Soccer","National League","Yeovil","Tamworth","Yeovil Vs. Tamworth | Watch All The Action From The National League On Dazn. - Enterprise National League","DAZN",""
"wed","Rabu","04/03/26","6:45AM","3:45AM","Rabu","04/03/26","Soccer","FA Cup","Port Vale","Bristol City","Port Vale V Bristol City - Fa Cup 2025/2026","Stan Sport",""
"wed","Rabu","04/03/26","9:00PM","6:00PM","Rabu","04/03/26","Soccer","AFC Champions League","Seoul","Kobe","Seoul - Vissel Kobe, Afc Champions League","Paramount  Australia",""
"wed","Rabu","04/03/26","11:15PM","8:15PM","Rabu","04/03/26","Soccer","AFC Champions League","Johor DT","Hiroshima","Johor Dt - Sanfrecce Hiroshima, Afc Champions League","Paramount  Australia",""
"wed","Rabu","04/03/26","7:00AM","4:00AM","Rabu","04/03/26","Soccer","Checkatrade Trophy","Doncaster","Stockport","Doncaster Vs Stockport - Sf | Efl Trophy","beIN Sports Connect",""
"wed","Rabu","04/03/26","11:00AM","8:00AM","Rabu","04/03/26","Basketball","NBA","Charlotte Hornets","Dallas Mavericks","Charlotte Hornets - Dallas Mavericks, Nba","NBA League Pass",""
"wed","Rabu","04/03/26","11:00AM","8:00AM","Rabu","04/03/26","Basketball","NBA","Cleveland Cavaliers","Detroit Pistons","Cleveland Cavaliers - Detroit Pistons, Nba","NBA League Pass",""
"wed","Rabu","04/03/26","11:00AM","8:00AM","Rabu","04/03/26","Basketball","NBA","Orlando Magic","Washington Wizards","Orlando Magic - Washington Wizards, Nba","NBA League Pass",""
"wed","Rabu","04/03/26","11:30AM","8:30AM","Rabu","04/03/26","Basketball","NBA","Miami Heat","Brooklyn Nets","Miami Heat - Brooklyn Nets, Nba","NBA League Pass",""
"wed","Rabu","04/03/26","11:30AM","8:30AM","Rabu","04/03/26","Basketball","NBA","Toronto Raptors","New York Knicks","Toronto Raptors - New York Knicks, Nba","NBA League Pass",""
"wed","Rabu","04/03/26","12:00PM","9:00AM","Rabu","04/03/26","Basketball","NBA","Philadelphia 76ers","San Antonio Spurs","Philadelphia 76ers - San Antonio Spurs, Nba","NBA League Pass | ESPN",""
"wed","Rabu","04/03/26","12:00PM","9:00AM","Rabu","04/03/26","Basketball","NBA","Chicago Bulls","Oklahoma City Thunder","Chicago Bulls - Oklahoma City Thunder, Nba","NBA League Pass",""
"wed","Rabu","04/03/26","12:00PM","9:00AM","Rabu","04/03/26","Basketball","NBA","Minnesota Timberwolves","Memphis Grizzlies","Minnesota Timberwolves - Memphis Grizzlies, Nba","NBA League Pass",""
"wed","Rabu","04/03/26","2:30PM","11:30AM","Rabu","04/03/26","Basketball","NBA","Los Angeles Lakers","New Orleans Pelicans","Los Angeles Lakers - New Orleans Pelicans, Nba","NBA League Pass",""
"wed","Rabu","04/03/26","3:00PM","12:00PM","Rabu","04/03/26","Basketball","NBA","Sacramento Kings","Phoenix Suns","Sacramento Kings - Phoenix Suns, Nba","NBA League Pass | ESPN",""
"wed","Rabu","04/03/26","7:30PM","4:30PM","Rabu","04/03/26","Basketball","NBL","South East Melbourne","Perth","South East Melbourne Phoenix Vs. Perth Wildcats | National Basketball League","ESPN | Kayo Sports",""
"wed","Rabu","04/03/26","11:00AM","8:00AM","Rabu","04/03/26","Basketball","NCAA","North Carolina","Clemson","Clemson Vs. #17 North Carolina | Ncaam Basketball","ESPN2 | Kayo Sports",""
"wed","Rabu","04/03/26","11:00AM","8:00AM","Rabu","04/03/26","Basketball","NCAA","Texas Tech","TCU","Tcu @ Texas Tech | Watch All The Action From The Ncaa On Dazn - Ncaa Division I","DAZN",""
"wed","Rabu","04/03/26","1:00PM","10:00AM","Rabu","04/03/26","Basketball","NCAA","Cincinnati","Brigham Young","Byu Vs. Cincinnati | Ncaam Basketball","ESPN2 | Kayo Sports",""
"wed","Rabu","04/03/26","1:00PM","10:00AM","Rabu","04/03/26","Basketball","NCAA","Arizona State","Kansas","Kansas @ Arizona State | Watch All The Action From The Ncaa On Dazn - Ncaa Division I","DAZN",""
"wed","Rabu","04/03/26","1:00PM","10:00AM","Rabu","04/03/26","Basketball","NCAA","Illinois","Oregon","Oregon @ Illinois | Watch All The Action From The Ncaa On Dazn - Ncaa Division I","DAZN",""
"wed","Rabu","04/03/26","1:00PM","10:00AM","Rabu","04/03/26","Golf","TGL Golf League","","","","Fox Sports 503 | Kayo Sports",""
"wed","Rabu","04/03/26","7:05AM","4:05AM","Rabu","04/03/26","Baseball","Friendly International","San Francisco Giants","USA","Team Usa Vs. San Francisco Giants | Major League Baseball","ESPN2 | Kayo Sports",""
"wed","Rabu","04/03/26","11:00AM","8:00AM","Rabu","04/03/26","Ice Hockey","NHL","Washington Capitals","Utah Mammoth","Utah Mammoth Vs. Washington Capitals | Nhl","WatchESPN",""
"wed","Rabu","04/03/26","11:00AM","8:00AM","Rabu","04/03/26","Ice Hockey","NHL","New Jersey Devils","Florida Panthers","Florida Panthers Vs. New Jersey Devils | Nhl","WatchESPN",""
"wed","Rabu","04/03/26","1:00PM","10:00AM","Rabu","04/03/26","Ice Hockey","NHL","Calgary Flames","Dallas Stars","Dallas Stars Vs. Calgary Flames | Nhl","WatchESPN",""
"wed","Rabu","04/03/26","1:00PM","10:00AM","Rabu","04/03/26","Ice Hockey","NHL","Edmonton Oilers","Ottawa Senators","Ottawa Senators Vs. Edmonton Oilers | Nhl","WatchESPN",""
"wed","Rabu","04/03/26","1:30PM","10:30AM","Rabu","04/03/26","Ice Hockey","NHL","Minnesota Wild","Tampa Bay Lightning","Tampa Bay Lightning Vs. Minnesota Wild | Nhl","WatchESPN",""
"thu","Kamis","05/03/26","7:30PM","4:30PM","Kamis","05/03/26","AFL","AFL","Sydney Swans","Carlton Blues","Sydney Swans Vs Carlton | Afl","Channel 7 Sydney | Channel 7 Melbourne",""
"thu","Kamis","05/03/26","8:00PM","5:00PM","Kamis","05/03/26","Rugby League","National Rugby League","Melbourne Storm","Parramatta Eels","Melbourne Storm Vs Parramatta Eels | Nrl","Channel 9 Sydney | Channel 9 Melbourne",""
"thu","Kamis","05/03/26","5:00AM","2:00AM","Kamis","05/03/26","Soccer","La Liga","Rayo Vallecano","Real Oviedo","Rayo Vallecano Vs Real Oviedo | Laliga","beIN Sports Connect",""
"thu","Kamis","05/03/26","6:30AM","3:30AM","Kamis","05/03/26","Soccer","Bundesliga","Hamburger SV","Bayer Leverkusen","Hamburg Vs Leverkusen | Bundesliga","beIN Sports Connect | beIN SPORTS 3",""
"thu","Kamis","05/03/26","6:30AM","3:30AM","Kamis","05/03/26","Soccer","Premier League","Manchester City","Nottingham","Manchester City V Nottingham Forest - Premier League 2025/2026","Stan Sport",""
"thu","Kamis","05/03/26","6:30AM","3:30AM","Kamis","05/03/26","Soccer","Premier League","Aston Villa","Chelsea","Aston Villa V Chelsea - Premier League 2025/2026","Stan Sport",""
"thu","Kamis","05/03/26","6:30AM","3:30AM","Kamis","05/03/26","Soccer","Premier League","Fulham","West Ham United","Fulham V West Ham United - Premier League 2025/2026","Stan Sport",""
"thu","Kamis","05/03/26","6:30AM","3:30AM","Kamis","05/03/26","Soccer","Premier League","Brighton & Hove Albion","Arsenal","Brighton & Hove Albion V Arsenal - Premier League 2025/2026","Stan Sport",""
"thu","Kamis","05/03/26","7:15AM","4:15AM","Kamis","05/03/26","Soccer","Premier League","Newcastle Utd","Manchester United","Newcastle United V Manchester United - Premier League 2025/2026","Stan Sport",""
"thu","Kamis","05/03/26","7:00AM","4:00AM","Kamis","05/03/26","Soccer","Premiership","Aberdeen","Celtic","Aberdeen Vs Celtic | Spfl Premiership","beIN Sports Connect | beIN SPORTS 2",""
"thu","Kamis","05/03/26","9:00AM","6:00AM","Kamis","05/03/26","Soccer","Copa Libertadores","Carabobo","Sporting Cristal","Carabobo Vs Sporting Cristal - 3rd Stage 1st Leg | Watch Live And Exclusive Coverage Of The 2025 Copa Libertadores, South America's Premier Club Competition.watch Live And Exclusive Coverage Of The 2025 Copa Libertadores, South America's Premier Club Competition.","beIN SPORTS 3",""
"thu","Kamis","05/03/26","9:00AM","6:00AM","Kamis","05/03/26","Soccer","Copa Sudamericana","Blooming","SA Bulo Bulo","Blooming Vs San Antonio Bulo Bulo - 1st Stage | Copa Sudamericana","beIN Sports Connect",""
"thu","Kamis","05/03/26","9:00AM","6:00AM","Kamis","05/03/26","Soccer","Copa Sudamericana","Caracas","Metropolitanos","Caracas Vs Metropolitanos - 1st Stage | Copa Sudamericana","beIN Sports Connect",""
"thu","Kamis","05/03/26","11:30AM","8:30AM","Kamis","05/03/26","Soccer","Copa Sudamericana","Atletico Nacional","Millonarios","Atletico Nacional Vs Millonarios - 1st Stage | Copa Sudamericana","beIN Sports Connect | beIN SPORTS 2",""
"thu","Kamis","05/03/26","11:30AM","8:30AM","Kamis","05/03/26","Soccer","Copa Sudamericana","Sportivo Trinidense","Olimpia Asuncion","Trinidense Vs Olimpia - 1st Stage | Copa Sudamericana","beIN Sports Connect",""
"thu","Kamis","05/03/26","11:30AM","8:30AM","Kamis","05/03/26","Soccer","Copa Sudamericana","U. De Chile","Palestino","Universidad De Chille Vs Palestino - 1st Stage | Copa Sudamericana","beIN Sports Connect",""
"thu","Kamis","05/03/26","1:00PM","10:00AM","Kamis","05/03/26","Soccer","Copa Sudamericana","Deportivo Cuenca","Libertad","Cuenca Vs Libertad Loja - 1st Stage | Copa Sudamericana","beIN Sports Connect",""
"thu","Kamis","05/03/26","11:30AM","8:30AM","Kamis","05/03/26","Soccer","Copa do Brasil","America MG","Tirol","O'higgins Vs Tolima - 3rd Stage 1st Leg | Watch Live And Exclusive Coverage Of The 2025 Copa Libertadores, South America's Premier Club Competition.watch Live And Exclusive Coverage Of The 2025 Copa Libertadores, South America's Premier Club Competition.","beIN SPORTS 3",""
"thu","Kamis","05/03/26","6:30AM","3:30AM","Kamis","05/03/26","Soccer","Coupe de France","Lorient","Nice","Lorient Vs Nice - Qf | Coupe De France","beIN Sports Connect",""
"thu","Kamis","05/03/26","7:00AM","4:00AM","Kamis","05/03/26","Soccer","Coupe de France","Marseille","Toulouse","Marseille Vs Toulouse - Qf | Coupe De France","beIN Sports Connect",""
"thu","Kamis","05/03/26","6:45AM","3:45AM","Kamis","05/03/26","Soccer","National League","Gateshead","Braintree","Gateshead Vs. Braintree | Watch All The Action From The National League On Dazn. - Enterprise National League","DAZN",""
